chr	start	end	gc	n_acgt
chr8	79000000	80000000	0.38104	1000000
chr8	80000000	81000000	0.41276	1000000
chr8	81000000	82000000	0.38168	1000000
chr8	82000000	83000000	0.34508	1000000
chr8	83000000	84000000	0.35220	1000000
chr8	84000000	85000000	0.35485	1000000
chr8	85000000	86000000	0.39477	950000
chr8	86000000	87000000	0.37881	1000000
chr8	87000000	88000000	0.35794	1000000
chr8	88000000	89000000	0.35418	1000000
chr8	89000000	90000000	0.36818	1000000
chr8	90000000	91000000	0.37576	1000000
chr8	91000000	92000000	0.37137	1000000
chr8	92000000	93000000	0.36874	1000000
chr8	93000000	94000000	0.39646	1000000
chr8	94000000	95000000	0.41014	1000000
chr8	95000000	96000000	0.40228	1000000
chr8	96000000	97000000	0.40309	1000000
chr8	97000000	98000000	0.42095	1000000
chr8	98000000	99000000	0.40522	1000000
chr8	99000000	100000000	0.37031	1000000
chr8	100000000	101000000	0.41691	1000000
chr8	101000000	102000000	0.42119	1000000
chr8	102000000	103000000	0.42730	1000000
chr8	103000000	104000000	0.38058	1000000
chr8	104000000	105000000	0.38102	1000000
chr8	105000000	106000000	0.36204	1000000
chr8	106000000	107000000	0.37227	1000000
chr8	107000000	108000000	0.37247	1000000
chr8	108000000	109000000	0.37241	1000000
chr8	109000000	110000000	0.37024	1000000
chr8	110000000	111000000	0.34447	1000000
chr8	111000000	112000000	0.34576	1000000
chr8	112000000	113000000	0.34238	1000000
chr8	113000000	114000000	0.34275	1000000
chr8	114000000	115000000	0.34543	1000000
chr8	115000000	116000000	0.36140	1000000
chr8	116000000	117000000	0.38815	1000000
chr8	117000000	118000000	0.39104	1000000
chr8	118000000	119000000	0.39278	1000000
chr8	119000000	120000000	0.39419	1000000
chr8	120000000	121000000	0.38819	1000000
chr8	121000000	122000000	0.37835	1000000
chr8	122000000	123000000	0.40666	1000000
chr8	123000000	124000000	0.42469	1000000
chr8	124000000	125000000	0.42609	1000000
chr8	125000000	126000000	0.41818	1000000
chr8	126000000	127000000	0.39577	1000000
chr8	127000000	128000000	0.42225	1000000
chr8	128000000	129000000	0.39903	1000000
chr8	129000000	130000000	0.39352	1000000
chr8	130000000	131000000	0.42187	1000000
chr8	131000000	132000000	0.38436	1000000
chr8	132000000	133000000	0.42008	1000000
chr8	133000000	134000000	0.45572	1000000
chr8	134000000	135000000	0.42296	1000000
chr8	135000000	136000000	0.41603	1000000
chr8	136000000	137000000	0.37621	1000000
chr8	137000000	138000000	0.37852	1000000
chr8	138000000	139000000	0.43613	1000000
chr8	139000000	140000000	0.46046	1000000
chr8	140000000	141000000	0.44372	1000000
chr8	141000000	142000000	0.53727	1000000
chr8	142000000	143000000	0.54698	1000000
chr8	143000000	144000000	0.56610	1000000
chr8	144000000	145000000	0.53781	1000000
chr8	145000000	145138636	0.43619	78636
chr9	0	1000000	0.42449	990000
chr9	1000000	2000000	0.39708	1000000
chr9	2000000	3000000	0.40167	1000000
chr9	3000000	4000000	0.37735	1000000
chr9	4000000	5000000	0.40856	1000000
chr9	5000000	6000000	0.38735	1000000
chr9	6000000	7000000	0.41170	1000000
chr9	7000000	8000000	0.39431	1000000
chr9	8000000	9000000	0.37422	1000000
chr9	9000000	10000000	0.35089	1000000
chr9	10000000	11000000	0.35147	1000000
chr9	11000000	12000000	0.34913	1000000
chr9	12000000	13000000	0.35504	1000000
chr9	13000000	14000000	0.37585	1000000
chr9	14000000	15000000	0.38786	1000000
chr9	15000000	16000000	0.38744	1000000
chr9	16000000	17000000	0.41276	1000000
chr9	17000000	18000000	0.38063	1000000
chr9	18000000	19000000	0.39030	1000000
chr9	19000000	20000000	0.40644	1000000
chr9	20000000	21000000	0.37978	1000000
chr9	21000000	22000000	0.38228	1000000
chr9	22000000	23000000	0.36683	1000000
chr9	23000000	24000000	0.37176	1000000
chr9	24000000	25000000	0.35729	1000000
chr9	25000000	26000000	0.35523	1000000
chr9	26000000	27000000	0.37485	1000000
chr9	27000000	28000000	0.39537	1000000
chr9	28000000	29000000	0.35962	1000000
chr9	29000000	30000000	0.35129	1000000
chr9	30000000	31000000	0.34553	1000000
chr9	31000000	32000000	0.35824	1000000
chr9	32000000	33000000	0.39811	1000000
chr9	33000000	34000000	0.43803	1000000
chr9	34000000	35000000	0.45969	1000000
chr9	35000000	36000000	0.44770	1000000
chr9	36000000	37000000	0.44782	1000000
chr9	37000000	38000000	0.43114	1000000
chr9	38000000	39000000	0.44013	1000000
chr9	39000000	40000000	0.38801	1000000
chr9	40000000	41000000	0.38864	999888
chr9	41000000	42000000	0.39418	995856
chr9	42000000	43000000	0.39878	1000000
chr9	43000000	44000000	0.37526	972636
chr9	44000000	45000000	0.37458	999900
chr9	45000000	46000000	0.37509	518558
chr9	46000000	47000000	0.00000	0
chr9	47000000	48000000	0.00000	0
chr9	48000000	49000000	0.00000	0
chr9	49000000	50000000	0.00000	0
chr9	50000000	51000000	0.00000	0
chr9	51000000	52000000	0.00000	0
chr9	52000000	53000000	0.00000	0
chr9	53000000	54000000	0.00000	0
chr9	54000000	55000000	0.00000	0
chr9	55000000	56000000	0.00000	0
chr9	56000000	57000000	0.00000	0
chr9	57000000	58000000	0.00000	0
chr9	58000000	59000000	0.00000	0
chr9	59000000	60000000	0.00000	0
chr9	60000000	61000000	0.39051	381442
chr9	61000000	62000000	0.41754	800000
chr9	62000000	63000000	0.39233	808371
chr9	63000000	64000000	0.38994	841629
chr9	64000000	65000000	0.38601	848124
chr9	65000000	66000000	0.41793	801876
chr9	66000000	67000000	0.39494	800000
chr9	67000000	68000000	0.40056	920552
chr9	68000000	69000000	0.40335	779448
chr9	69000000	70000000	0.41319	1000000
chr9	70000000	71000000	0.39879	1000000
chr9	71000000	72000000	0.38187	1000000
chr9	72000000	73000000	0.39841	1000000
chr9	73000000	74000000	0.35223	1000000
chr9	74000000	75000000	0.37607	1000000
chr9	75000000	76000000	0.39346	1000000
chr9	76000000	77000000	0.41055	1000000
chr9	77000000	78000000	0.39652	1000000
chr9	78000000	79000000	0.39671	1000000
chr9	79000000	80000000	0.38944	1000000
chr9	80000000	81000000	0.36711	1000000
chr9	81000000	82000000	0.40352	1000000
chr9	82000000	83000000	0.38521	1000000
chr9	83000000	84000000	0.40284	1000000
chr9	84000000	85000000	0.41155	1000000
chr9	85000000	86000000	0.39979	1000000
chr9	86000000	87000000	0.41395	1000000
chr9	87000000	88000000	0.42972	1000000
chr9	88000000	89000000	0.43485	1000000
chr9	89000000	90000000	0.45942	999997
chr9	90000000	91000000	0.41472	1000000
chr9	91000000	92000000	0.43103	1000000
chr9	92000000	93000000	0.43153	1000000
chr9	93000000	94000000	0.47894	1000000
chr9	94000000	95000000	0.42720	1000000
chr9	95000000	96000000	0.42815	1000000
chr9	96000000	97000000	0.43666	1000000
chr9	97000000	98000000	0.42779	1000000
chr9	98000000	99000000	0.46407	1000000
chr9	99000000	100000000	0.40853	1000000
chr9	100000000	101000000	0.39059	1000000
chr9	101000000	102000000	0.38221	1000000
chr9	102000000	103000000	0.35105	1000000
chr9	103000000	104000000	0.35214	1000000
chr9	104000000	105000000	0.38466	1000000
chr9	105000000	106000000	0.39979	1000000
chr9	106000000	107000000	0.38824	1000000
chr9	107000000	108000000	0.43242	1000000
chr9	108000000	109000000	0.40804	1000000
chr9	109000000	110000000	0.42744	1000000
chr9	110000000	111000000	0.39268	1000000
chr9	111000000	112000000	0.40039	1000000
chr9	112000000	113000000	0.41403	1000000
chr9	113000000	114000000	0.45203	1000000
chr9	114000000	115000000	0.46472	1000000
chr9	115000000	116000000	0.39016	1000000
chr9	116000000	117000000	0.41266	1000000
chr9	117000000	118000000	0.40132	1000000
chr9	118000000	119000000	0.37179	1000000
chr9	119000000	120000000	0.40195	1000000
chr9	120000000	121000000	0.43291	1000000
chr9	121000000	122000000	0.45602	1000000
chr9	122000000	123000000	0.42329	1000000
chr9	123000000	124000000	0.42872	1000000
chr9	124000000	125000000	0.46829	1000000
chr9	125000000	126000000	0.42281	1000000
chr9	126000000	127000000	0.47484	1000000
chr9	127000000	128000000	0.49676	1000000
chr9	128000000	129000000	0.50922	1000000
chr9	129000000	130000000	0.51948	1000000
chr9	130000000	131000000	0.50509	1000000
chr9	131000000	132000000	0.48965	1000000
chr9	132000000	133000000	0.47135	1000000
chr9	133000000	134000000	0.54389	1000000
chr9	134000000	135000000	0.54785	997556
chr9	135000000	136000000	0.53385	1000000
chr9	136000000	137000000	0.58558	1000000
chr9	137000000	138000000	0.55095	1000000
chr9	138000000	138394717	0.46679	334717
chrX	0	1000000	0.48976	851445
chrX	1000000	2000000	0.48272	949345
chrX	2000000	3000000	0.46046	866906
chrX	3000000	4000000	0.42863	1000000
chrX	4000000	5000000	0.37762	1000000
chrX	5000000	6000000	0.37708	1000000
chrX	6000000	7000000	0.39769	1000000
chrX	7000000	8000000	0.40012	1000000
chrX	8000000	9000000	0.39177	1000000
chrX	9000000	10000000	0.44216	1000000
chrX	10000000	11000000	0.40925	1000000
chrX	11000000	12000000	0.39244	1000000
chrX	12000000	13000000	0.39857	1000000
chrX	13000000	14000000	0.41101	1000000
chrX	14000000	15000000	0.37998	1000000
chrX	15000000	16000000	0.39560	1000000
chrX	16000000	17000000	0.41166	1000000
chrX	17000000	18000000	0.41773	1000000
chrX	18000000	19000000	0.42060	1000000
chrX	19000000	20000000	0.42862	1000000
chrX	20000000	21000000	0.39480	1000000
chrX	21000000	22000000	0.37739	1000000
chrX	22000000	23000000	0.38303	1000000
chrX	23000000	24000000	0.40761	1000000
chrX	24000000	25000000	0.41275	1000000
chrX	25000000	26000000	0.38104	1000000
chrX	26000000	27000000	0.36366	1000000
chrX	27000000	28000000	0.36454	1000000
chrX	28000000	29000000	0.36328	1000000
chrX	29000000	30000000	0.36420	1000000
chrX	30000000	31000000	0.39311	1000000
chrX	31000000	32000000	0.37745	1000000
chrX	32000000	33000000	0.35791	1000000
chrX	33000000	34000000	0.35737	1000000
chrX	34000000	35000000	0.36235	1000000
chrX	35000000	36000000	0.36765	1000000
chrX	36000000	37000000	0.36766	1000000
chrX	37000000	38000000	0.39000	813425
chrX	38000000	39000000	0.39518	1000000
chrX	39000000	40000000	0.45171	1000000
chrX	40000000	41000000	0.45528	1000000
chrX	41000000	42000000	0.41159	1000000
chrX	42000000	43000000	0.38751	1000000
chrX	43000000	44000000	0.38746	1000000
chrX	44000000	45000000	0.41084	1000000
chrX	45000000	46000000	0.39157	1000000
chrX	46000000	47000000	0.40776	1000000
chrX	47000000	48000000	0.44123	1000000
chrX	48000000	49000000	0.46708	1000000
chrX	49000000	50000000	0.45174	820000
chrX	50000000	51000000	0.40008	950000
chrX	51000000	52000000	0.39666	1000000
chrX	52000000	53000000	0.42677	1000000
chrX	53000000	54000000	0.43914	1000000
chrX	54000000	55000000	0.42310	1000000
chrX	55000000	56000000	0.39622	1000000
chrX	56000000	57000000	0.39482	1000000
chrX	57000000	58000000	0.38413	1000000
chrX	58000000	59000000	0.40776	949700
chrX	59000000	60000000	0.40627	999600
chrX	60000000	61000000	0.40602	999900
chrX	61000000	62000000	0.40615	999800
chrX	62000000	63000000	0.38760	949800
chrX	63000000	64000000	0.39150	1000000
chrX	64000000	65000000	0.39352	1000000
chrX	65000000	66000000	0.40481	1000000
chrX	66000000	67000000	0.38246	1000000
chrX	67000000	68000000	0.37842	1000000
chrX	68000000	69000000	0.42900	1000000
chrX	69000000	70000000	0.42965	1000000
chrX	70000000	71000000	0.41466	1000000
chrX	71000000	72000000	0.45045	1000000
chrX	72000000	73000000	0.42329	1000000
chrX	73000000	74000000	0.39056	1000000
chrX	74000000	75000000	0.40450	1000000
chrX	75000000	76000000	0.38845	1000000
chrX	76000000	77000000	0.38413	1000000
chrX	77000000	78000000	0.39571	1000000
chrX	78000000	79000000	0.37793	1000000
chrX	79000000	80000000	0.36583	1000000
chrX	80000000	81000000	0.37364	1000000
chrX	81000000	82000000	0.36445	1000000
chrX	82000000	83000000	0.35984	1000000
chrX	83000000	84000000	0.36114	1000000
chrX	84000000	85000000	0.36284	1000000
chrX	85000000	86000000	0.36853	1000000
chrX	86000000	87000000	0.36322	1000000
chrX	87000000	88000000	0.35964	1000000
chrX	88000000	89000000	0.35755	1000000
chrX	89000000	90000000	0.35617	1000000
chrX	90000000	91000000	0.35849	1000000
chrX	91000000	92000000	0.36127	1000000
chrX	92000000	93000000	0.36076	1000000
chrX	93000000	94000000	0.36400	1000000
chrX	94000000	95000000	0.36109	1000000
chrX	95000000	96000000	0.35909	1000000
chrX	96000000	97000000	0.36995	1000000
chrX	97000000	98000000	0.37774	1000000
chrX	98000000	99000000	0.36502	1000000
chrX	99000000	100000000	0.35997	1000000
chrX	100000000	101000000	0.39866	1000000
chrX	101000000	102000000	0.40883	1000000
chrX	102000000	103000000	0.40272	1000000
chrX	103000000	104000000	0.40789	1000000
chrX	104000000	105000000	0.39908	1000000
chrX	105000000	106000000	0.37028	1000000
chrX	106000000	107000000	0.38058	1000000
chrX	107000000	108000000	0.41693	1000000
chrX	108000000	109000000	0.37934	1000000
chrX	109000000	110000000	0.39411	1000000
chrX	110000000	111000000	0.39885	1000000
chrX	111000000	112000000	0.38862	1000000
chrX	112000000	113000000	0.39267	1000000
chrX	113000000	114000000	0.36983	1000000
chrX	114000000	115000000	0.36090	950000
chrX	115000000	116000000	0.41075	900000
chrX	116000000	117000000	0.36584	962213
chrX	117000000	118000000	0.37397	1000000
chrX	118000000	119000000	0.40704	1000000
chrX	119000000	120000000	0.44111	1000000
chrX	120000000	121000000	0.41601	950000
chrX	121000000	122000000	0.37033	1000000
chrX	122000000	123000000	0.36883	1000000
chrX	123000000	124000000	0.40112	1000000
chrX	124000000	125000000	0.37814	1000000
chrX	125000000	126000000	0.36522	1000000
chrX	126000000	127000000	0.35979	1000000
chrX	127000000	128000000	0.35475	1000000
chrX	128000000	129000000	0.36956	1000000
chrX	129000000	130000000	0.42176	1000000
chrX	130000000	131000000	0.41495	1000000
chrX	131000000	132000000	0.39304	1000000
chrX	132000000	133000000	0.39470	1000000
chrX	133000000	134000000	0.40976	1000000
chrX	134000000	135000000	0.41040	1000000
chrX	135000000	136000000	0.41688	1000000
chrX	136000000	137000000	0.41181	1000000
chrX	137000000	138000000	0.40044	1000000
chrX	138000000	139000000	0.38173	1000000
chrX	139000000	140000000	0.39085	1000000
chrX	140000000	141000000	0.39541	1000000
chrX	141000000	142000000	0.38499	1000000
chrX	142000000	143000000	0.37513	1000000
chrX	143000000	144000000	0.37266	1000000
chrX	144000000	145000000	0.36336	950000
chrX	145000000	146000000	0.37645	1000000
chrX	146000000	147000000	0.37449	1000000
chrX	147000000	148000000	0.37581	1000000
chrX	148000000	149000000	0.38808	1000000
chrX	149000000	150000000	0.42142	1000000
chrX	150000000	151000000	0.43568	1000000
chrX	151000000	152000000	0.41902	1000000
chrX	152000000	153000000	0.41528	1000000
chrX	153000000	154000000	0.51943	1000000
chrX	154000000	155000000	0.48322	1000000
chrX	155000000	156000000	0.38850	1000000
chrX	156000000	156040895	0.55210	30895
